i : 0
2.00374 1.9109 1.88013 1.90989 1.82438 1.71998 1.60569 1.52692 1.52692 1.60569 1.71998 1.82438 1.90989 1.88013 1.9109 2.00374 | j: 0
1.78881 1.68442 1.64943 1.68551 1.61507 1.50712 1.39971 1.31034 1.31034 1.39971 1.50712 1.61507 1.68551 1.64943 1.68442 1.78881 | j: 1
1.57912 1.4666 1.42627 1.46969 1.40941 1.29426 1.19217 1.09443 1.09443 1.19217 1.29426 1.40941 1.46969 1.42627 1.4666 1.57912 | j: 2
1.37441 1.26194 1.21484 1.26682 1.21947 1.08828 0.979994 0.879691 0.879691 0.979994 1.08828 1.21947 1.26682 1.21484 1.26194 1.37441 | j: 3
1.17727 1.07609 1.02242 1.08419 1.05626 0.905191 0.784957 0.670891 0.670891 0.784957 0.905191 1.05626 1.08419 1.02242 1.07609 1.17727 | j: 4
0.992234 0.909748 0.861847 0.934291 0.926256 0.761678 0.63073 0.500907 0.500907 0.63073 0.761678 0.926256 0.934291 0.861847 0.909748 0.992234 | j: 5
0.8278 0.773897 0.753755 0.835622 0.810426 0.641248 0.511642 0.380579 0.380579 0.511642 0.641248 0.810426 0.835623 0.753755 0.773897 0.8278 | j: 6
0.71108 0.686868 0.715438 0.806472 0.712394 0.524468 0.391383 0.261607 0.261607 0.391383 0.524468 0.712395 0.806472 0.715438 0.686868 0.71108 | j: 7
0.673428 0.666276 0.717788 0.806526 0.642688 0.451737 0.314404 0.160961 0.160961 0.314404 0.451737 0.642688 0.806526 0.717788 0.666276 0.673428 | j: 8
0.675866 0.648981 0.720415 0.731803 0.567543 0.395645 0.303583 0.15014 0.15014 0.303583 0.395645 0.567543 0.731803 0.720415 0.648981 0.675866 | j: 9
0.680521 0.633486 0.718129 0.693732 0.495747 0.348354 0.258169 0.139319 0.139319 0.258169 0.348354 0.495747 0.693732 0.718129 0.633486 0.680521 | j: 10
0.687147 0.621341 0.705194 0.733333 0.494297 0.319631 0.212464 0.122278 0.122278 0.212464 0.319631 0.494297 0.733333 0.705194 0.621341 0.687147 | j: 11
0.73571 0.674341 0.761327 0.791971 0.568191 0.428403 0.292181 0.15596 0.15596 0.292181 0.428403 0.568191 0.791971 0.761327 0.674341 0.73571 | j: 12
0.858994 0.807055 0.887495 0.859512 0.691998 0.580921 0.448795 0.312574 0.312574 0.448795 0.580921 0.691998 0.859511 0.887495 0.807055 0.858994 | j: 13
1.03073 0.987861 1.05895 0.962246 0.836139 0.72536 0.605409 0.469238 0.469238 0.605409 0.72536 0.836139 0.962246 1.05895 0.987861 1.03073 | j: 14
1.2308 1.19513 1.25731 1.09283 0.980392 0.869798 0.759501 0.630015 0.630015 0.759501 0.869798 0.980392 1.09283 1.25731 1.19513 1.2308 | j: 15

i : 1
1.93578 1.83952 1.80753 1.82604 1.72909 1.61761 1.50138 1.41718 1.41718 1.50138 1.61761 1.72909 1.82604 1.80753 1.83952 1.93578 | j: 0
1.71259 1.60298 1.56617 1.59233 1.52237 1.40754 1.29541 1.2009 1.2009 1.29541 1.40754 1.52237 1.59233 1.56617 1.60298 1.71259 | j: 1
1.49435 1.37229 1.32911 1.36468 1.31919 1.19467 1.08944 0.985496 0.985496 1.08944 1.19467 1.31919 1.36468 1.32911 1.37229 1.49435 | j: 2
1.27858 1.15098 1.09914 1.14673 1.12147 0.981811 0.879723 0.771704 0.771704 0.879723 0.981811 1.12147 1.14673 1.09914 1.15098 1.27858 | j: 3
1.0668 0.944975 0.881824 0.945207 0.941421 0.772752 0.666861 0.561368 0.561368 0.666861 0.772752 0.941422 0.945207 0.881824 0.944975 1.0668 | j: 4
0.861952 0.754311 0.689239 0.773058 0.79393 0.594728 0.470589 0.353992 0.353992 0.470589 0.594728 0.79393 0.773058 0.689239 0.754311 0.861952 | j: 5
0.670409 0.588717 0.548102 0.653915 0.657893 0.472266 0.336679 0.205615 0.205615 0.336679 0.472266 0.657894 0.653915 0.548102 0.588717 0.670409 | j: 6
0.519465 0.475171 0.49876 0.617903 0.540634 0.360789 0.216734 0.0866436 0.0866436 0.216734 0.360789 0.540634 0.617903 0.49876 0.475171 0.519465 | j: 7
0.466894 0.449864 0.501376 0.616921 0.4576 0.276584 0.117816 -0.0330746 -0.0330746 0.117816 0.276584 0.4576 0.616921 0.501376 0.449864 0.466894 | j: 8
0.473585 0.436427 0.504003 0.568393 0.381131 0.209883 0.096148 -0.0464481 -0.0464481 0.096148 0.209883 0.381131 0.568393 0.504003 0.436427 0.473585 | j: 9
0.480307 0.41809 0.506629 0.53333 0.311478 0.144411 0.0504427 -0.0572694 -0.0572694 0.0504427 0.144411 0.311478 0.53333 0.506629 0.41809 0.480307 | j: 10
0.494832 0.403793 0.4954 0.582345 0.341969 0.124395 0.00473745 -0.0854476 -0.0854476 0.00473745 0.124395 0.34197 0.582344 0.4954 0.403793 0.494832 | j: 11
0.56414 0.481374 0.575836 0.640276 0.405891 0.270541 0.142802 0.00658093 0.00658094 0.142802 0.270541 0.405891 0.640276 0.575836 0.481374 0.56414 | j: 12
0.717534 0.654463 0.737197 0.701093 0.52618 0.41498 0.299416 0.163195 0.163195 0.299416 0.41498 0.52618 0.701093 0.737197 0.654463 0.717534 | j: 13
0.91618 0.867671 0.938637 0.796954 0.670434 0.559419 0.449121 0.319809 0.319809 0.449121 0.559419 0.670434 0.796954 0.938637 0.867671 0.91618 | j: 14
1.13659 1.09787 1.13188 0.941914 0.814687 0.703857 0.59356 0.476525 0.476525 0.59356 0.703857 0.814687 0.941914 1.13188 1.09787 1.13659 | j: 15

i : 2
1.89084 1.79216 1.75756 1.75744 1.63645 1.5152 1.40189 1.31357 1.31357 1.40189 1.5152 1.63645 1.75744 1.75756 1.79216 1.89084 | j: 0
1.66162 1.5484 1.50957 1.51574 1.43305 1.30734 1.19111 1.09168 1.09168 1.19111 1.30734 1.43305 1.51574 1.50957 1.5484 1.66162 | j: 1
1.43762 1.30813 1.26268 1.27754 1.23453 1.09509 0.985138 0.876959 0.876959 0.985138 1.09509 1.23453 1.27754 1.26268 1.30813 1.43762 | j: 2
1.2144 1.07367 1.0179 1.04525 1.04369 0.88235 0.779165 0.664553 0.664553 0.779165 0.88235 1.04369 1.04525 1.0179 1.07367 1.2144 | j: 3
0.992166 0.849829 0.778217 0.823875 0.865611 0.672085 0.567276 0.456964 0.456964 0.567276 0.672085 0.865611 0.823875 0.778217 0.849829 0.992166 | j: 4
0.771759 0.636038 0.550507 0.625118 0.705916 0.46908 0.354414 0.250991 0.250991 0.354414 0.46908 0.705916 0.625118 0.550507 0.636038 0.771759 | j: 5
0.555361 0.434139 0.358362 0.478076 0.520324 0.313857 0.161731 0.0394643 0.0394643 0.161731 0.313857 0.520324 0.478076 0.358362 0.434139 0.555361 | j: 6
0.360265 0.272037 0.282337 0.434924 0.369168 0.19728 0.0420839 -0.0883199 -0.0883199 0.0420839 0.19728 0.369168 0.434925 0.282337 0.272037 0.360265 | j: 7
0.277013 0.233451 0.284964 0.433943 0.291912 0.105201 -0.0785791 -0.207724 -0.207725 -0.0785791 0.105201 0.291912 0.433943 0.284964 0.233451 0.277013 | j: 8
0.27381 0.225539 0.28759 0.40526 0.204833 0.0384997 -0.111578 -0.243037 -0.243037 -0.111578 0.0384998 0.204833 0.40526 0.28759 0.225539 0.27381 | j: 9
0.280593 0.206584 0.290217 0.382376 0.133308 -0.0318337 -0.157284 -0.253866 -0.253866 -0.157284 -0.0318337 0.133309 0.382376 0.290217 0.206584 0.280593 | j: 10
0.329632 0.18913 0.287451 0.437335 0.190275 -0.039703 -0.163191 -0.293174 -0.293174 -0.163191 -0.0397029 0.190275 0.437335 0.28745 0.18913 0.329632 | j: 11
0.437008 0.323177 0.415498 0.492303 0.248912 0.1046 -0.00657719 -0.142798 -0.142798 -0.00657719 0.1046 0.248912 0.492303 0.415498 0.323177 0.437008 | j: 12
0.622557 0.548675 0.623183 0.545249 0.360475 0.249039 0.138741 0.0138154 0.0138154 0.138741 0.249039 0.360475 0.545249 0.623183 0.548675 0.622557 | j: 13
0.843626 0.788524 0.854272 0.651779 0.504728 0.393477 0.28318 0.170429 0.170429 0.28318 0.393477 0.504728 0.651779 0.854272 0.788524 0.843626 | j: 14
1.07496 1.02926 1.03481 0.819239 0.65332 0.537916 0.42762 0.321562 0.321562 0.42762 0.537916 0.65332 0.819239 1.03481 1.02926 1.07496 | j: 15

i : 3
1.86789 1.76793 1.72624 1.70592 1.55478 1.43254 1.3269 1.23864 1.23864 1.3269 1.43254 1.55478 1.70592 1.72624 1.76793 1.86789 | j: 0
1.63675 1.52168 1.47563 1.45836 1.34804 1.2093 1.09902 1.00027 1.00027 1.09902 1.2093 1.34804 1.45836 1.47563 1.52168 1.63675 | j: 1
1.41231 1.27759 1.22509 1.21214 1.15529 0.995906 0.881272 0.771219 0.771219 0.881272 0.995906 1.15529 1.21214 1.22509 1.27759 1.41231 | j: 2
